,ItemID,ItemName,AssembledSword/ArmorParts,Quality,ItemInfo,EquipmentID,ItemImg,StaticMesh,WeaponOrArmor,Armor/WeaponSetName,SwordPart,ArmorCustomValues,CustomWeaponsStruct,RegenHPValue,HardPrice
51,"51","Bulgur","(0)","(0,0)","Bulgur. Ein aus dem fernen Osten importiertes Essen.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Grain.ItemImg_Grain'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
52,"52","Buchweizen","(0)","(0,0)","Buchweizen. Eine sorte lokales Weizen. Wird oft bei den Bauern gegessen da es sehr Nahrhaft ist.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Grain.ItemImg_Grain'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
53,"53","Dinkel","(0)","(0,0)","Dinkel ist eine Getreidesorte.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Grain.ItemImg_Grain'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
54,"54","Gerste","(0)","(0,0)","Gerste ist eine Getreidesorte und wird manchmal für Bier hergenommen.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Grain.ItemImg_Grain'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
55,"55","Grünkern","(0)","(0,0)","Grünkern ist eine sonderbare Zutat.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Cucumber_png.ItemImg_Cucumber_png'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
56,"56","Hafer","(0)","(0,0)","Hafer und Wasser. Fertig ist die Mahlzeit.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Grain.ItemImg_Grain'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
57,"57","Hirse","(0)","(0,0)","Hirse ist wie Hafer eine mit Wasser schnell zubereitete Mahlzeit.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Grain.ItemImg_Grain'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
58,"58","Mais","(0)","(0,0)","Das Futter für Tier und Mensch.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Corn.ItemImg_Corn'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
59,"59","Roggen","(0)","(0,0)","Roggen ist ein Weiteres Getreide welches sich eher Aldelige kaufen.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Grain.ItemImg_Grain'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
60,"60","Weizen","(0)","(0,0)","Weizen, der grundbaustein der Nahrung.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Grain.ItemImg_Grain'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
61,"61","Rohe Speckschwarte","(0)","(0,0)","Von welchem Tier die wohl kommt.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_RoheSpeckSchwarte.ItemImg_RoheSpeckSchwarte'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=-25.000000,Stamina=-15.000000)","0"
62,"62","Roher Schinken","(0)","(0,0)","Ein rohes stück Schinken.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Rohschinken.ItemImg_Rohschinken'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=-25.000000,Stamina=-15.000000)","0"
63,"63","Rohes Wild","(0)","(0,0)","Rohes Wild. Hoffentlich nicht gewildert!","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_RohWild.ItemImg_RohWild'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=-25.000000,Stamina=-15.000000)","0"
64,"64","Rohes Hühnerfleisch","(0)","(0,0)","Roh könnte es dir eine Vergiftung bescheeren","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_RohesHünchen.ItemImg_RohesHünchen'","None","Eddible","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=-25.000000,Stamina=-15.000000)","0"
65,"65","Rohes Putenfleisch","(0)","(0,0)","Putenfleisch gibt es meistens beim lokalen Metzger","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_RohePute.ItemImg_RohePute'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=-25.000000,Stamina=-15.000000)","0"
66,"66","Gebratener Speck","(0)","(0,0)","Gebratener speck ist eine feine Sache.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_GebrateneSpeckSchwarte.ItemImg_GebrateneSpeckSchwarte'","None","Eddible","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=35.000000,Stamina=4.000000)","0"
67,"67","Gebratener Schinken","(0)","(0,0)","Gebratener Schinken ist mit ein Paar gewürzen eine delikatesse unter den Adeligen.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_GebratenerSchinken.ItemImg_GebratenerSchinken'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=35.000000,Stamina=4.000000)","0"
68,"68","Gebratenes Wild","(0)","(0,0)","Gebratenes Wild kann nichtmehr als gewildertes Wild identifiziert werden.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_GebratenesWild.ItemImg_GebratenesWild'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=35.000000,Stamina=4.000000)","0"
69,"69","Gebratenes Hühnerfleisch","(0)","(0,0)","Gebratenes Hünerfleisch lässt sich mit fast allem kombinieren.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_GebratenesHünchen.ItemImg_GebratenesHünchen'","None","Eddible","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=35.000000,Stamina=4.000000)","0"
70,"70","Gebratenes Putenfleisch","(0)","(0,0)","Pute schmeckt nach nix aber lässt sich gut mit gewürzen würzen.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_GebratenePute.ItemImg_GebratenePute'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=35.000000,Stamina=4.000000)","0"
71,"71","Bratapfel","(10,2,2)","(0,0)","Ein Bratapfel gibt es eigentlich nur auf festen.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_BratApfel.ItemImg_BratApfel'","None","Eddible","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=9.000000,Stamina=2.000000)","0"
72,"72","Milch","(0)","(0,0)","Milch. Eines der wichtigsten Nahrungsmittel des Mittelalters.","-1","None","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
73,"73","Weizenmehl","(0)","(0,0)","Es ist eine Vorraussetzung zum Backen von Brot","-1","None","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
74,"74","Hühnerei","(0)","(0,0)","Ein Hüner Ei. Damit ist viel machbar.","-1","None","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
75,"75","Vogelei","(0)","(0,0)","Ein Vogelei?","-1","None","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
76,"76","Zucker","(0)","(0,0)","Zucker von einer Zuckerrübe. Er ist sehr wertvoll.","-1","None","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
77,"77","Zuckerrübe","(0)","(0,0)","Eine Zuckerrübe.. Du könntest versuchen zucker daraus zu machen.","-1","None","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
78,"78","Verstärkter Griff","(0,0,1,0,1)","(0,0)","Ein robuster Griff für ein Schwert.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_SwordGrip.ItemImg_SwordGrip'","StaticMesh'/Game/Geometry/Meshes/ModularSwordKit/ModularSwordKit_Grip03.ModularSwordKit_Grip03'","WeaponPart","none","Griff","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=9.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
79,"79","Ovaler Knauf","(0,0,0,1,1)","(0,0)","Ein ovaler Knauf der das Abrutschen verhindert.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_OvalerSchwertknauf.ItemImg_OvalerSchwertknauf'","StaticMesh'/Game/Geometry/Meshes/ModularSwordKit/ModularSwordKit_Knauf.ModularSwordKit_Knauf'","WeaponPart","none","Knauf","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=1.000000,StaminaReductionInPercent=0.050000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
80,"80","Runder Knauf","(0,0,0,1,1)","(0,0)","Ein runder Knauf der das Abrutschen verhindert.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_RunderSchwertknauf.ItemImg_RunderSchwertknauf'","StaticMesh'/Game/Geometry/Meshes/ModularSwordKit/ModularSwordKit_Knauf02.ModularSwordKit_Knauf02'","WeaponPart","none","Knauf","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=2.000000,StaminaReductionInPercent=0.100000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
81,"81","Öl","","(0,0)","Sonnenblumenkernöl. Ein essbarer Zungenbrecher.","-1","None","None","Eddible","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=-2.000000,Stamina=-2.000000)","0"
82,"82","Essig","","(0,0)","Essig ist die grunzutat für jeden Salat. Fast jeden","-1","None","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
94,"94","Süßkartoffel","","(0,0)","Eine gute Zutat wenn man orientalisches Essen kochen möchte","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_SweetPotato.ItemImg_SweetPotato'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
14,"14","Trivala Schwertrohling","","(0,0)","Der Kern für ein Hochmittelalterliches Schwert","3","Texture2D'/Game/Textures/ItemImages/ItemImg_SchwerRohling.ItemImg_SchwerRohling'","None","Weapon","Trivala","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=20.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
96,"96","Forelle","","(0,0)","Ein Fisch den man gut gegrillt mit Salz essen kann.","-1","None","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
97,"97","Holzschüssel","","(0,0)","Eine hölzerne Schüssel. In ihr kann man Essen wie Suppen genießen","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Bowl.ItemImg_Bowl'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
98,"98","Tomaten Suppe","","(0,0)","Eine Suppe aus Tomaten...","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_TomatoSoup.ItemImg_TomatoSoup'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
99,"99","Gebratene Süßkartoffel","","(0,0)","Ein sehr leckeres essen.","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_BakedSweetPotato.ItemImg_BakedSweetPotato'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
100,"100","Trivala Helm","","(0,0)","Ein Stück Rüstung des berühmten Schmieds Trivala.","0","Texture2D'/Game/Textures/ItemImages/ItemImg_Helm.ItemImg_Helm'","None","Armor","Trivala","None","(Protection=12.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
101,"101","Trivala Brustplatte","","(0,0)","Ein Stück Rüstung des berühmten Schmieds Trivala.","1","Texture2D'/Game/Textures/ItemImages/ItemImg_Brustplatte.ItemImg_Brustplatte'","None","Armor","Trivala","None","(Protection=15.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
102,"102","Trivala Beinschutz","","(0,0)","Ein Stück Rüstung des berühmten Schmieds Trivala.","2","Texture2D'/Game/Textures/ItemImages/ItemImg_Beinschutz.ItemImg_Beinschutz'","None","Armor","Trivala","None","(Protection=13.500000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
103,"103","Trivala Schuhe","","(0,0)","Ein Stück Rüstung des berühmten Schmieds Trivala.","4","Texture2D'/Game/Textures/ItemImages/ItemImg_ArmoredBoots.ItemImg_ArmoredBoots'","None","Armor","Trivala","None","(Protection=9.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
104,"104","Karotte","","(0,0)","Eine gut gewachsene Karotte","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_Carrot.ItemImg_Carrot'","None","Eddible","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=3.000000,Stamina=2.000000)","0"
105,"105","Mingursi Helm","","(0,0)","Ein Stück Rüstung des berühmten Schmieds Mingursi.","0","Texture2D'/Game/Textures/ItemImages/ItemImg_Helm.ItemImg_Helm'","None","Armor","Mingursi","None","(Protection=20.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
106,"106","Mingursi Brustplatte","","(0,0)","Ein Stück Rüstung des berühmten Schmieds Mingursi.","1","Texture2D'/Game/Textures/ItemImages/ItemImg_Brustplatte.ItemImg_Brustplatte'","None","Armor","Mingursi","None","(Protection=25.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
107,"107","Mingursi Beinschutz","","(0,0)","Ein Stück Rüstung des berühmten Schmieds Mingursi.","2","Texture2D'/Game/Textures/ItemImages/ItemImg_Beinschutz.ItemImg_Beinschutz'","None","Armor","Mingursi","None","(Protection=22.500000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
108,"108","Mingursi Schuhe","","(0,0)","Ein Stück Rüstung des berühmten Schmieds Mingursi.","4","Texture2D'/Game/Textures/ItemImages/ItemImg_ArmoredBoots.ItemImg_ArmoredBoots'","None","Armor","Mingursi","None","(Protection=15.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
109,"109","Fau Helm","","(0,0)","Eine Rüstung von Fau","0","Texture2D'/Game/Textures/ItemImages/ItemImg_Helm.ItemImg_Helm'","None","Armor","Fau","None","(Protection=36.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
110,"110","Fau Brustplatte","","(0,0)","Eine Rüstung von Fau","1","Texture2D'/Game/Textures/ItemImages/ItemImg_Brustplatte.ItemImg_Brustplatte'","None","Armor","Fau","None","(Protection=45.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
111,"111","Fau Beinschutz","","(0,0)","Eine Rüstung von Fau","2","Texture2D'/Game/Textures/ItemImages/ItemImg_Beinschutz.ItemImg_Beinschutz'","None","Armor","Fau","None","(Protection=40.500000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
112,"112","Fau Schuhe","","(0,0)","Eine Rüstung von Fau","4","Texture2D'/Game/Textures/ItemImages/ItemImg_ArmoredBoots.ItemImg_ArmoredBoots'","None","Armor","Fau","None","(Protection=27.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
113,"113","Germium Helm","","(0,0)","Eine stabile Rüstung der Schmiede von Germium","0","Texture2D'/Game/Textures/ItemImages/ItemImg_Helm.ItemImg_Helm'","None","Armor","Germium","None","(Protection=50.400002,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
114,"114","Germium Brustplatte","","(0,0)","Eine stabile Rüstung der Schmiede von Germium","1","Texture2D'/Game/Textures/ItemImages/ItemImg_Brustplatte.ItemImg_Brustplatte'","None","Armor","Germium","None","(Protection=63.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
115,"115","Germium Beinschutz","","(0,0)","Eine stabile Rüstung der Schmiede von Germium","2","Texture2D'/Game/Textures/ItemImages/ItemImg_Beinschutz.ItemImg_Beinschutz'","None","Armor","Germium","None","(Protection=56.700001,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
116,"116","Germium Schuhe","","(0,0)","Eine stabile Rüstung der Schmiede von Germium","4","Texture2D'/Game/Textures/ItemImages/ItemImg_ArmoredBoots.ItemImg_ArmoredBoots'","None","Armor","Germium","None","(Protection=37.799999,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
117,"117","Siva Helm","","(0,0)","Ein Meisterwerk der Schmiede aus Siva","0","Texture2D'/Game/Textures/ItemImages/ItemImg_Helm.ItemImg_Helm'","None","Armor","Siva","None","(Protection=57.599998,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
118,"118","Siva Brustplatte","","(0,0)","Ein Meisterwerk der Schmiede aus Siva","1","Texture2D'/Game/Textures/ItemImages/ItemImg_Brustplatte.ItemImg_Brustplatte'","None","Armor","Siva","None","(Protection=72.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
119,"119","Siva Beinschutz","","(0,0)","Ein Meisterwerk der Schmiede aus Siva","2","Texture2D'/Game/Textures/ItemImages/ItemImg_Beinschutz.ItemImg_Beinschutz'","None","Armor","Siva","None","(Protection=64.800003,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
120,"120","Siva Schuhe","","(0,0)","Ein Meisterwerk der Schmiede aus Siva","4","Texture2D'/Game/Textures/ItemImages/ItemImg_ArmoredBoots.ItemImg_ArmoredBoots'","None","Armor","Siva","None","(Protection=43.200001,Evasion=0.000000,DamageReductionInPercent=0.040000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
121,"121","Elvius Helm","","(0,0)","Eine sehr starke Rüstung des Meisterschmieds von Elvius","0","Texture2D'/Game/Textures/ItemImages/ItemImg_Helm.ItemImg_Helm'","None","Armor","Elvius","None","(Protection=71.199997,Evasion=0.000000,DamageReductionInPercent=0.050000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
122,"122","Elvius Brustplatte","","(0,0)","Eine sehr starke Rüstung des Meisterschmieds von Elvius","1","Texture2D'/Game/Textures/ItemImages/ItemImg_Brustplatte.ItemImg_Brustplatte'","None","Armor","Elvius","None","(Protection=89.000000,Evasion=0.000000,DamageReductionInPercent=0.050000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
123,"123","Elvius Beinschutz","","(0,0)","Eine sehr starke Rüstung des Meisterschmieds von Elvius","2","Texture2D'/Game/Textures/ItemImages/ItemImg_Beinschutz.ItemImg_Beinschutz'","None","Armor","Elvius","None","(Protection=80.099998,Evasion=0.000000,DamageReductionInPercent=0.050000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
124,"124","Elvius Schuhe","","(0,0)","Eine sehr starke Rüstung des Meisterschmieds von Elvius","4","Texture2D'/Game/Textures/ItemImages/ItemImg_ArmoredBoots.ItemImg_ArmoredBoots'","None","Armor","Elvius","None","(Protection=53.400002,Evasion=0.000000,DamageReductionInPercent=0.050000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
125,"125","Trivala Token","","(0,0)","Eine Metallmischung des Schmieds Trivala","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_ArmorToken.ItemImg_ArmorToken'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
126,"126","Mingursi Token","","(0,0)","Eine Metallmischung des Schmieds Mingursi","-1","Texture2D'/Game/Textures/ItemImages/ItemImg_MingursiToken.ItemImg_MingursiToken'","None","none","none","None","(Protection=0.000000,Evasion=0.000000,DamageReductionInPercent=0.000000)","(DamagePerHit=0.000000,StaminaReductionInPercent=0.000000,LifestealInHpPerHit=0.000000)","(Health=0.000000,Stamina=0.000000)","0"
